date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1/8/18,27,24,27,21,19,22,22,54,161,175,159,194,207,243,224,228,203,213,155,127,82,96,112,52
2/8/18,32,24,22,23,25,27,27,55,156,170,214,192,213,235,256,243,242,208,156,97,91,69,62,38
3/8/18,34,27,24,20,24,24,31,49,150,158,208,224,223,219,213,359,269,251,199,94,61,59,66,50
4/8/18,31,25,22,34,35,29,19,26,56,98,85,93,93,126,97,98,82,97,63,62,38,37,46,35
5/8/18,31,26,25,27,22,23,23,30,74,64,68,68,57,76,70,66,77,60,48,55,66,43,39,35
6/8/18,28,32,22,19,17,20,32,56,150,212,221,224,240,232,261,245,227,218,175,124,81,75,87,47
7/8/18,28,26,29,23,22,27,31,42,128,214,209,243,217,271,250,271,265,272,191,99,60,70,59,35
8/8/18,39,27,53,35,25,22,34,52,155,196,253,235,202,217,233,237,264,215,164,112,71,59,51,40
9/8/18,34,25,28,28,28,27,25,29,46,62,75,139,248,269,123,172,202,200,214,53,43,41,42,43
10/8/18,33,31,26,23,25,28,34,64,131,167,207,223,219,250,235,235,225,207,134,104,82,65,61,49
11/8/18,35,33,26,28,30,27,33,46,76,118,110,97,88,103,100,105,117,117,74,61,50,61,64,41
12/8/18,31,35,25,29,28,26,25,30,49,56,55,70,66,60,63,65,53,57,40,48,34,42,49,37
13/8/18,28,36,20,18,20,25,32,71,159,332,357,363,353,512,464,486,437,376,345,354,321,190,86,43
14/8/18,34,26,19,24,20,28,29,97,221,389,400,475,376,365,335,386,329,325,367,322,285,296,87,44
15/8/18,32,28,28,27,24,25,34,88,246,375,411,397,423,450,373,503,472,410,409,380,310,81,69,46
16/8/18,34,28,27,23,25,32,27,74,252,378,418,453,303,360,346,442,374,363,363,373,295,167,81,44
17/8/18,27,24,22,19,23,22,30,73,195,366,407,460,291,491,479,492,433,328,287,214,94,76,61,37
18/8/18,29,19,18,20,19,20,26,36,65,86,98,102,245,255,252,189,91,83,63,50,38,43,35,23
19/8/18,36,14,15,16,14,14,20,18,36,48,55,54,51,49,61,59,63,61,38,36,40,40,34,28
20/8/18,21,20,14,15,17,18,19,88,171,261,297,398,384,498,501,560,446,388,387,332,279,284,73,37
21/8/18,27,24,19,17,20,23,22,93,259,395,398,411,355,445,351,403,315,331,310,286,234,184,69,37
22/8/18,25,19,25,20,15,19,23,24,35,47,48,59,59,68,60,48,64,62,53,40,37,44,31,27
23/8/18,25,21,20,16,20,21,25,56,201,458,465,510,372,508,485,515,485,404,451,426,348,156,88,39
24/8/18,27,25,22,20,18,26,32,85,209,378,429,521,332,455,394,446,419,323,218,181,107,113,58,33
25/8/18,30,29,32,25,22,24,27,57,188,248,247,256,164,208,207,212,119,88,68,63,49,37,48,26
26/8/18,19,22,18,15,15,14,21,20,26,38,52,78,44,43,38,52,46,50,43,47,37,35,35,30
27/8/18,27,27,25,21,24,27,27,68,163,351,375,477,526,548,533,533,472,410,416,331,286,267,84,34
28/8/18,27,22,22,22,24,21,24,132,268,460,427,568,456,615,531,548,514,516,339,269,223,235,77,50
29/8/18,44,24,24,21,23,25,29,127,289,412,448,517,562,650,540,690,625,609,487,411,367,149,88,46
30/8/18,31,25,24,22,22,23,37,118,286,439,521,511,483,587,447,573,521,484,377,339,264,273,80,32
31/8/18,26,22,24,19,17,20,24,120,205,453,492,509,417,484,441,495,470,470,621,309,125,129,67,37
1/9/18,34,26,17,16,21,16,22,27,65,115,94,138,99,95,101,104,82,84,74,49,53,39,40,25
2/9/18,13,15,17,18,16,15,13,18,29,37,29,31,40,41,43,55,56,54,45,41,46,31,33,31
3/9/18,19,14,13,13,14,15,20,68,304,386,471,511,544,596,585,563,542,413,394,332,283,274,91,35
4/9/18,26,24,19,16,15,16,25,136,184,409,419,485,415,527,439,520,418,459,389,295,212,194,82,49
5/9/18,31,26,19,21,21,22,28,103,251,423,418,504,517,538,454,575,537,545,481,410,348,181,79,29
6/9/18,21,23,23,20,26,25,35,87,212,495,548,536,433,574,472,564,516,477,378,310,232,126,97,37
7/9/18,32,30,29,23,28,28,30,79,252,445,525,553,405,462,399,450,434,282,264,131,82,81,63,41
8/9/18,29,28,22,21,20,22,21,35,58,82,88,104,106,112,119,108,103,96,78,61,64,54,53,37
9/9/18,23,26,15,17,16,20,21,24,41,48,109,114,64,56,63,65,78,66,62,96,62,54,41,36
10/9/18,26,30,27,27,21,20,38,91,198,414,488,491,473,554,553,644,516,433,276,232,210,157,85,39
11/9/18,30,26,25,21,23,23,33,121,235,467,464,504,510,657,543,562,503,528,393,329,275,169,65,52
12/9/18,30,32,27,28,25,29,28,71,248,406,402,479,514,564,455,518,585,523,312,199,143,151,86,42
13/9/18,30,25,19,19,18,23,28,90,198,382,430,522,466,566,529,631,574,530,469,353,385,158,79,43
14/9/18,32,28,24,21,22,23,24,118,201,448,522,545,432,480,487,544,482,360,274,185,190,144,130,47
15/9/18,28,20,20,21,21,21,25,27,53,90,106,93,91,113,106,98,91,102,74,67,50,43,36,30
16/9/18,23,20,22,18,17,19,21,24,31,37,45,48,73,71,56,61,64,89,99,63,47,41,39,37
17/9/18,26,25,23,22,23,23,30,90,183,392,480,494,491,530,594,643,534,420,354,266,215,168,121,60
